1559595951626,35.93,86.53
1559595951701,35.93,87.11
1559595951774,35.93,86.82
1559595951847,35.93,87.40
1559595951919,35.93,87.40
1559595951992,35.93,86.82
1559595952081,35.93,86.24
1559595952156,35.93,87.11
1559595952239,35.93,87.40
1559595952322,35.93,87.40
1559595952394,35.93,87.40
1559595952479,35.93,86.53
1559595952554,39.11,83.05
1559595952627,39.11,87.40
1559595952705,39.11,86.82
1559595952786,39.11,85.95
1559595952866,39.11,86.53
1559595952937,39.11,86.82
1559595953009,39.11,86.82
1559595953079,39.11,86.24
1559595953144,39.11,86.82
1559595953219,39.11,87.69
1559595953301,82.08,82.76
1559595953369,82.08,87.40
1559595953443,82.08,86.24
1559595953508,82.08,87.11
1559595953579,82.08,87.11
1559595953654,82.08,86.82
1559595953725,82.08,87.11
1559595953793,82.08,87.40
1559595953864,82.08,85.95
1559595953933,82.08,87.40
1559595954006,84.03,83.05
1559595954080,84.03,86.82
1559595954152,84.03,87.11
1559595954226,84.03,85.95
1559595954301,84.03,87.11
1559595954382,84.03,87.11
1559595954462,84.03,87.11
1559595954545,84.03,86.24
1559595954618,84.03,86.82
1559595954690,84.03,87.69
1559595954764,84.03,87.11
1559595954838,84.03,86.53
1559595954911,84.03,87.11
1559595954982,84.03,85.08
1559595955057,84.03,87.11
1559595955133,84.03,86.82
1559595955206,84.03,87.11
1559595955279,84.03,86.82
1559595955352,84.03,86.82
1559595955424,84.03,86.82
1559595955498,40.21,82.76
1559595955572,40.21,86.82
1559595955655,40.21,87.40
1559595955735,40.21,86.24
1559595955807,40.21,87.40
1559595955889,40.21,86.53
1559595955958,40.21,86.53
1559595956039,40.21,86.53
1559595956112,40.21,87.40
1559595956184,40.21,87.11
1559595956254,78.95,83.05
1559595956341,78.95,86.82
1559595956429,78.95,86.82
1559595956506,78.95,85.66
1559595956576,78.95,86.53
1559595956658,78.95,86.53
1559595956731,78.95,87.11
1559595956802,78.95,86.82
1559595956885,78.95,86.82
1559595956959,78.95,85.95
1559595957031,78.95,87.11
1559595957111,70.75,83.05
1559595957182,70.75,86.82
1559595957248,70.75,87.40
1559595957321,70.75,86.82
1559595957394,70.75,86.53
1559595957484,70.75,87.69
1559595957557,70.75,85.95
1559595957631,70.75,86.82
1559595957704,70.75,86.82
1559595957776,70.75,86.82
1559595957860,70.75,86.82
1559595957941,70.75,87.40
1559595958037,70.75,86.82
1559595958124,70.75,86.24
1559595958196,70.75,86.82
1559595958270,70.75,86.82
1559595958352,70.75,86.82
1559595958425,70.75,86.53
1559595958496,70.75,87.40
1559595958569,70.75,86.53
1559595958643,70.75,87.11
1559595958725,70.75,86.53
1559595958799,70.75,87.11
1559595958875,33.98,84.79
1559595958946,33.98,87.40
1559595959024,33.98,86.82
1559595959100,33.98,86.24
1559595959190,33.98,86.53
1559595959271,33.98,87.11
1559595959343,33.98,87.40
1559595959422,33.98,86.82
1559595959497,33.98,86.53
1559595959574,33.98,86.82
1559595959668,33.98,83.34
1559595959745,33.98,86.24
1559595959820,33.98,86.24
1559595959891,33.98,86.82
1559595959965,33.98,86.82
1559595960038,33.98,87.69
1559595960104,33.98,86.82
1559595960181,33.98,86.82
1559595960265,33.98,85.66
1559595960340,33.98,87.69
1559595960412,33.98,87.40
1559595960485,33.98,87.11
1559595960568,33.98,86.24
1559595960653,33.98,86.82
1559595960733,33.98,86.53
1559595960808,33.98,86.24
1559595960882,33.98,86.53
1559595960954,33.98,86.24
1559595961027,33.98,86.24
1559595961098,33.98,86.53
1559595961171,33.98,86.82
1559595961242,33.98,86.24
1559595961314,33.98,86.82
1559595961390,33.98,87.40
1559595961471,33.98,86.24
1559595961544,33.98,86.82
1559595961615,33.98,86.24
1559595961690,33.98,86.53
1559595961766,33.98,86.82
1559595961837,33.98,86.53
1559595961916,33.98,87.11
1559595961999,33.98,86.82
1559595962073,33.98,86.82
1559595962145,33.98,84.79
1559595962220,33.98,86.82
1559595962303,33.98,86.53
1559595962378,33.98,85.66
1559595962451,33.98,86.53
1559595962524,33.98,86.82
1559595962597,33.98,86.24
1559595962669,33.98,86.82
1559595962742,33.98,87.40
1559595962827,33.98,86.24
1559595962899,33.98,86.82
1559595962970,33.98,82.76
1559595963044,33.98,87.40
1559595963119,33.98,85.37
1559595963232,33.98,86.24
1559595963317,33.98,87.11
1559595963400,33.98,86.24
1559595963483,33.98,87.11
1559595963552,33.98,86.82
1559595963632,33.98,86.53
1559595963710,33.98,86.53
1559595963784,33.98,86.24
1559595963857,33.98,86.24
1559595963932,33.98,86.82
1559595964006,33.98,85.95
1559595964095,33.98,86.82
1559595964167,33.98,86.82
1559595964252,33.98,86.53
1559595964324,33.98,87.11
1559595964398,33.98,86.53
1559595964473,33.98,87.11
1559595964548,33.98,87.11
1559595964630,33.98,86.82
1559595964702,34.52,82.18
1559595964775,34.52,87.40
1559595964849,34.52,87.11
1559595964936,34.52,86.24
1559595965013,34.52,87.40
1559595965087,34.52,87.40
1559595965178,34.52,87.11
1559595965250,34.52,87.11
1559595965324,34.52,86.82
1559595965395,34.52,86.53
1559595965498,34.52,86.82
1559595965580,34.52,86.82
1559595965666,34.52,86.82
1559595965742,34.52,87.40
1559595965812,34.52,86.82
1559595965893,34.52,85.95
1559595965967,34.52,87.40
1559595966038,34.52,87.11
1559595966111,34.52,85.66
1559595966183,34.52,87.40
1559595966256,34.52,86.82
1559595966322,34.52,86.24
1559595966399,34.52,85.95
1559595966474,34.52,86.82
1559595966555,34.52,86.53
1559595966630,31.25,83.05
1559595966712,31.25,87.40
1559595966785,31.25,87.40
1559595966857,31.25,86.24
1559595966931,31.25,86.24
1559595967006,31.25,87.11
1559595967079,31.25,87.11
1559595967162,31.25,87.40
1559595967230,31.25,86.53
1559595967305,31.25,87.11
1559595967380,31.25,86.24
1559595967453,31.25,86.82
1559595967531,66.96,86.24
1559595967602,66.96,87.11
1559595967673,66.96,86.82
1559595967753,66.96,85.95
1559595967828,66.96,87.11
1559595967900,66.96,87.40
1559595967975,66.96,85.95
1559595968048,66.96,86.82
1559595968131,66.96,86.82
1559595968204,66.96,86.82
1559595968275,66.96,86.53
1559595968352,66.96,86.53
1559595968456,66.23,83.05
1559595968530,66.23,86.53
1559595968605,66.23,87.11
1559595968677,66.23,85.95
1559595968748,66.23,86.53
1559595968821,66.23,87.40
1559595968903,66.23,87.11
1559595968976,66.23,86.53
1559595969049,66.23,86.24
1559595969121,66.23,87.40
1559595969202,66.23,86.82
1559595969280,66.23,87.11
